,Store,Product,Month,Day,Is_Holiday,Base Price,Price,Cost,Weekly_Units_Sold
535,2,1,2,17,False,10.99,8.79,2.75,659
536,2,1,2,24,False,10.99,8.79,2.75,218
537,2,1,3,2,False,10.99,10.99,2.75,147
538,2,1,3,9,False,10.99,10.99,2.75,151
539,2,1,3,16,False,10.99,10.99,2.75,158
540,2,1,3,23,False,10.99,10.99,2.75,173
541,2,1,3,30,False,10.99,10.99,2.75,214
542,2,1,4,6,False,10.99,10.99,2.75,439
543,2,1,4,13,False,10.99,10.99,2.75,324
544,2,1,4,20,False,10.99,10.99,2.75,131
545,2,1,4,27,False,10.99,10.99,2.75,129
546,2,1,5,4,False,10.99,8.79,2.75,193
547,2,1,5,11,False,10.99,8.79,2.75,219
548,2,1,5,18,False,10.99,8.79,2.75,221
549,2,1,5,25,False,10.99,8.79,2.75,201
550,2,1,6,1,False,10.99,10.99,2.75,133
551,2,1,6,8,False,10.99,10.99,2.75,143
552,2,1,6,15,False,10.99,10.99,2.75,139
553,2,1,6,22,False,10.99,10.99,2.75,139
554,2,1,6,29,False,10.99,10.99,2.75,136
555,2,1,7,6,False,10.99,10.99,2.75,139
556,2,1,7,13,False,10.99,10.99,2.75,134
557,2,1,7,20,False,10.99,10.99,2.75,137
558,2,1,7,27,False,10.99,10.99,2.75,133
559,2,1,8,3,False,10.99,10.99,2.75,132
560,2,1,8,10,False,10.99,10.99,2.75,135
561,2,1,8,17,False,10.99,10.99,2.75,143
562,2,1,8,24,False,10.99,10.99,2.75,132
563,2,1,8,31,False,10.99,10.99,2.75,147
564,2,1,9,7,True,10.99,10.99,2.75,146
565,2,1,9,14,False,10.99,10.99,2.75,153
566,2,1,9,21,False,10.99,10.99,2.75,152
567,2,1,9,28,False,10.99,10.99,2.75,157
568,2,1,10,5,False,10.99,10.99,2.75,178
569,2,1,10,12,False,10.99,10.99,2.75,197
570,2,1,10,19,False,10.99,10.99,2.75,207
571,2,1,10,26,False,10.99,10.99,2.75,241
572,2,2,2,5,False,5.99,5.99,1.50,498
573,2,2,2,12,True,5.99,5.99,1.50,437
574,2,2,2,19,False,5.99,5.99,1.50,473
575,2,2,2,26,False,5.99,5.99,1.50,433
576,2,2,3,5,False,5.99,5.99,1.50,456
577,2,2,3,12,False,5.99,5.99,1.50,444
578,2,2,3,19,False,5.99,5.99,1.50,429
579,2,2,3,26,False,5.99,5.99,1.50,399
580,2,2,4,2,False,5.99,4.01,1.50,830
581,2,2,4,9,False,5.99,4.01,1.50,781
582,2,2,4,16,False,5.99,4.01,1.50,792
583,2,2,4,23,False,5.99,4.01,1.50,808
584,2,2,4,30,False,5.99,4.01,1.50,791
585,2,2,5,7,False,5.99,5.99,1.50,460
586,2,2,5,14,False,5.99,5.99,1.50,418
587,2,2,5,21,False,5.99,5.99,1.50,465
588,2,2,5,28,False,5.99,5.99,1.50,459
589,2,2,6,4,False,5.99,5.99,1.50,460
590,2,2,6,11,False,5.99,5.99,1.50,484
591,2,2,6,18,False,5.99,5.99,1.50,464
592,2,2,6,25,False,5.99,5.99,1.50,457
593,2,2,7,2,False,5.99,4.01,1.50,877
594,2,2,7,9,False,5.99,4.01,1.50,803
595,2,2,7,16,False,5.99,4.01,1.50,844
596,2,2,7,23,False,5.99,4.01,1.50,808
597,2,2,7,30,False,5.99,4.01,1.50,825
598,2,2,8,6,False,5.99,5.99,1.50,466
599,2,2,8,13,False,5.99,5.99,1.50,466
600,2,2,8,20,False,5.99,5.99,1.50,463
601,2,2,8,27,False,5.99,5.99,1.50,462
602,2,2,9,3,False,5.99,5.99,1.50,467
603,2,2,9,10,True,5.99,5.99,1.50,438
604,2,2,9,17,False,5.99,5.99,1.50,431
605,2,2,9,24,False,5.99,5.99,1.50,439
606,2,2,10,1,False,5.99,5.99,1.50,443
607,2,2,10,8,False,5.99,5.99,1.50,429
608,2,2,10,15,False,5.99,5.99,1.50,424
609,2,2,10,22,False,5.99,5.99,1.50,419
610,2,2,10,29,False,5.99,5.99,1.50,421
611,2,2,11,5,False,5.99,5.99,1.50,429
612,2,2,11,12,False,5.99,5.99,1.50,416
613,2,2,11,19,False,5.99,5.99,1.50,434
614,2,2,11,26,True,5.99,5.99,1.50,446
615,2,2,12,3,False,5.99,5.99,1.50,419
616,2,2,12,10,False,5.99,5.99,1.50,443
617,2,2,12,17,False,5.99,5.99,1.50,497
618,2,2,12,24,False,5.99,5.99,1.50,611
619,2,2,12,31,True,5.99,5.99,1.50,369
620,2,2,1,7,False,5.99,5.99,1.50,420
621,2,2,1,14,False,5.99,5.99,1.50,377
622,2,2,1,21,False,5.99,5.99,1.50,414
623,2,2,1,28,False,5.99,5.99,1.50,399
624,2,2,2,4,False,5.99,5.99,1.50,401
625,2,2,2,11,True,5.99,5.99,1.50,471
626,2,2,2,18,False,5.99,5.99,1.50,463
627,2,2,2,25,False,5.99,5.99,1.50,439
628,2,2,3,4,False,5.99,5.99,1.50,467
629,2,2,3,11,False,5.99,5.99,1.50,453
630,2,2,3,18,False,5.99,5.99,1.50,431
631,2,2,3,25,False,5.99,5.99,1.50,405
632,2,2,4,1,False,5.99,4.01,1.50,791
633,2,2,4,8,False,5.99,4.01,1.50,752
634,2,2,4,15,False,5.99,4.01,1.50,765
635,2,2,4,22,False,5.99,4.01,1.50,787
636,2,2,4,29,False,5.99,4.01,1.50,763
637,2,2,5,6,False,5.99,5.99,1.50,421
638,2,2,5,13,False,5.99,5.99,1.50,419
639,2,2,5,20,False,5.99,5.99,1.50,413
640,2,2,5,27,False,5.99,5.99,1.50,432
641,2,2,6,3,False,5.99,5.99,1.50,439
642,2,2,6,10,False,5.99,5.99,1.50,445
643,2,2,6,17,False,5.99,5.99,1.50,444
644,2,2,6,24,False,5.99,5.99,1.50,410
645,2,2,7,1,False,5.99,4.01,1.50,788
646,2,2,7,8,False,5.99,4.01,1.50,781
647,2,2,7,15,False,5.99,4.01,1.50,776
648,2,2,7,22,False,5.99,4.01,1.50,780
649,2,2,7,29,False,5.99,4.01,1.50,754
650,2,2,8,5,False,5.99,5.99,1.50,452
651,2,2,8,12,False,5.99,5.99,1.50,445
652,2,2,8,19,False,5.99,5.99,1.50,449
653,2,2,8,26,False,5.99,5.99,1.50,463
654,2,2,9,2,False,5.99,5.99,1.50,440
655,2,2,9,9,True,5.99,5.99,1.50,405
656,2,2,9,16,False,5.99,5.99,1.50,394
657,2,2,9,23,False,5.99,5.99,1.50,407
658,2,2,9,30,False,5.99,5.99,1.50,411
659,2,2,10,7,False,5.99,5.99,1.50,433
660,2,2,10,14,False,5.99,5.99,1.50,417
661,2,2,10,21,False,5.99,5.99,1.50,405
662,2,2,10,28,False,5.99,5.99,1.50,395
663,2,2,11,4,False,5.99,5.99,1.50,437
664,2,2,11,11,False,5.99,5.99,1.50,410
665,2,2,11,18,False,5.99,5.99,1.50,409
666,2,2,11,25,True,5.99,5.99,1.50,432
667,2,2,12,2,False,5.99,5.99,1.50,402
668,2,2,12,9,False,5.99,5.99,1.50,441
669,2,2,12,16,False,5.99,5.99,1.50,489
670,2,2,12,23,False,5.99,5.99,1.50,623
671,2,2,12,30,True,5.99,5.99,1.50,385
672,2,2,1,6,False,6.99,6.99,1.75,357
673,2,2,1,13,False,6.99,6.99,1.75,343
674,2,2,1,20,False,6.99,6.99,1.75,338
675,2,2,1,27,False,6.99,6.99,1.75,319
676,2,2,2,3,False,6.99,6.99,1.75,392
677,2,2,2,10,True,6.99,6.99,1.75,380
678,2,2,2,17,False,6.99,6.99,1.75,385
679,2,2,2,24,False,6.99,6.99,1.75,365
680,2,2,3,2,False,6.99,6.99,1.75,389
681,2,2,3,9,False,6.99,6.99,1.75,367
682,2,2,3,16,False,6.99,6.99,1.75,379
683,2,2,3,23,False,6.99,6.99,1.75,349
684,2,2,3,30,False,6.99,6.99,1.75,351
685,2,2,4,6,False,6.99,4.68,1.75,705
686,2,2,4,13,False,6.99,4.68,1.75,615
687,2,2,4,20,False,6.99,4.68,1.75,675
688,2,2,4,27,False,6.99,4.68,1.75,617
689,2,2,5,4,False,6.99,6.99,1.75,369
690,2,2,5,11,False,6.99,6.99,1.75,339
691,2,2,5,18,False,6.99,6.99,1.75,351
692,2,2,5,25,False,6.99,6.99,1.75,365
693,2,2,6,1,False,6.99,6.99,1.75,357
694,2,2,6,8,False,6.99,6.99,1.75,389
695,2,2,6,15,False,6.99,6.99,1.75,368
696,2,2,6,22,False,6.99,6.99,1.75,379
697,2,2,6,29,False,6.99,6.99,1.75,366
698,2,2,7,6,False,6.99,4.68,1.75,706
699,2,2,7,13,False,6.99,4.68,1.75,654
700,2,2,7,20,False,6.99,4.68,1.75,657
701,2,2,7,27,False,6.99,4.68,1.75,667
702,2,2,8,3,False,6.99,6.99,1.75,381
703,2,2,8,10,False,6.99,6.99,1.75,369
704,2,2,8,17,False,6.99,6.99,1.75,379
705,2,2,8,24,False,6.99,6.99,1.75,375
706,2,2,8,31,False,6.99,6.99,1.75,401
707,2,2,9,7,True,6.99,6.99,1.75,364
708,2,2,9,14,False,6.99,6.99,1.75,352
709,2,2,9,21,False,6.99,6.99,1.75,365
710,2,2,9,28,False,6.99,6.99,1.75,338
711,2,2,10,5,False,6.99,6.99,1.75,371
712,2,2,10,12,False,6.99,6.99,1.75,328
713,2,2,10,19,False,6.99,6.99,1.75,353
714,2,2,10,26,False,6.99,6.99,1.75,343
715,2,3,2,5,False,19.99,19.99,5.00,113
716,2,3,2,12,True,19.99,19.99,5.00,92
717,2,3,2,19,False,19.99,19.99,5.00,97
718,2,3,2,26,False,19.99,19.99,5.00,104
719,2,3,3,5,False,19.99,19.99,5.00,99
720,2,3,3,12,False,19.99,19.99,5.00,87
721,2,3,3,19,False,19.99,19.99,5.00,69
722,2,3,3,26,False,19.99,19.99,5.00,83
723,2,3,4,2,False,19.99,19.99,5.00,89
724,2,3,4,9,False,19.99,19.99,5.00,86
725,2,3,4,16,False,19.99,19.99,5.00,77
726,2,3,4,23,False,19.99,19.99,5.00,79
727,2,3,4,30,False,19.99,19.99,5.00,79
728,2,3,5,7,False,19.99,19.99,5.00,81
729,2,3,5,14,False,19.99,19.99,5.00,73
730,2,3,5,21,False,19.99,19.99,5.00,77
731,2,3,5,28,False,19.99,19.99,5.00,62
732,2,3,6,4,False,19.99,19.99,5.00,79
733,2,3,6,11,False,19.99,19.99,5.00,81
734,2,3,6,18,False,19.99,19.99,5.00,71
735,2,3,6,25,False,19.99,19.99,5.00,71
736,2,3,7,2,False,19.99,10.0,5.00,311
737,2,3,7,9,False,19.99,10.0,5.00,369
738,2,3,7,16,False,19.99,10.0,5.00,564
739,2,3,7,23,False,19.99,10.0,5.00,669
740,2,3,7,30,False,19.99,10.0,5.00,911
741,2,3,8,6,False,19.99,19.99,5.00,275
742,2,3,8,13,False,19.99,19.99,5.00,295
743,2,3,8,20,False,19.99,19.99,5.00,448
744,2,3,8,27,False,19.99,19.99,5.00,445
745,2,3,9,3,False,19.99,19.99,5.00,182
746,2,3,9,10,True,19.99,19.99,5.00,107
747,2,3,9,17,False,19.99,19.99,5.00,97
748,2,3,9,24,False,19.99,19.99,5.00,82
749,2,3,10,1,False,19.99,19.99,5.00,83
750,2,3,10,8,False,19.99,19.99,5.00,97
751,2,3,10,15,False,19.99,19.99,5.00,77
752,2,3,10,22,False,19.99,19.99,5.00,77
753,2,3,10,29,False,19.99,19.99,5.00,75
754,2,3,11,5,False,19.99,10.0,5.00,323
755,2,3,11,12,False,19.99,10.0,5.00,315
756,2,3,11,19,False,19.99,10.0,5.00,299
757,2,3,11,26,True,19.99,10.0,5.00,406
758,2,3,12,3,False,19.99,19.99,5.00,103
759,2,3,12,10,False,19.99,19.99,5.00,107
760,2,3,12,17,False,19.99,19.99,5.00,121
761,2,3,12,24,False,19.99,19.99,5.00,145
762,2,3,12,31,True,19.99,19.99,5.00,59
763,2,3,1,7,False,21.99,21.99,5.50,85
764,2,3,1,14,False,21.99,21.99,5.50,73
765,2,3,1,21,False,21.99,21.99,5.50,99
766,2,3,1,28,False,21.99,21.99,5.50,80
767,2,3,2,4,False,21.99,21.99,5.50,69
768,2,3,2,11,True,21.99,21.99,5.50,72
769,2,3,2,18,False,21.99,21.99,5.50,69
770,2,3,2,25,False,21.99,21.99,5.50,68
771,2,3,3,4,False,21.99,21.99,5.50,72
772,2,3,3,11,False,21.99,21.99,5.50,65
773,2,3,3,18,False,21.99,21.99,5.50,52
774,2,3,3,25,False,21.99,21.99,5.50,58
775,2,3,4,1,False,21.99,21.99,5.50,62
776,2,3,4,8,False,21.99,21.99,5.50,68
777,2,3,4,15,False,21.99,21.99,5.50,63
778,2,3,4,22,False,21.99,21.99,5.50,63
779,2,3,4,29,False,21.99,21.99,5.50,61
780,2,3,5,6,False,21.99,21.99,5.50,71
781,2,3,5,13,False,21.99,21.99,5.50,64
782,2,3,5,20,False,21.99,21.99,5.50,62
783,2,3,5,27,False,21.99,21.99,5.50,61
784,2,3,6,3,False,21.99,21.99,5.50,65
785,2,3,6,10,False,21.99,21.99,5.50,59
786,2,3,6,17,False,21.99,21.99,5.50,61
787,2,3,6,24,False,21.99,21.99,5.50,63
788,2,3,7,1,False,21.99,11.0,5.50,234
789,2,3,7,8,False,21.99,11.0,5.50,270
790,2,3,7,15,False,21.99,11.0,5.50,459
791,2,3,7,22,False,21.99,11.0,5.50,617
792,2,3,7,29,False,21.99,11.0,5.50,717
793,2,3,8,5,False,21.99,21.99,5.50,239
794,2,3,8,12,False,21.99,21.99,5.50,285
795,2,3,8,19,False,21.99,21.99,5.50,393
796,2,3,8,26,False,21.99,21.99,5.50,359
797,2,3,9,2,False,21.99,21.99,5.50,160
798,2,3,9,9,True,21.99,21.99,5.50,87
799,2,3,9,16,False,21.99,21.99,5.50,77
800,2,3,9,23,False,21.99,21.99,5.50,70
801,2,3,9,30,False,21.99,21.99,5.50,71
802,2,3,10,7,False,21.99,21.99,5.50,79
803,2,3,10,14,False,21.99,21.99,5.50,74
804,2,3,10,21,False,21.99,21.99,5.50,65
805,2,3,10,28,False,21.99,21.99,5.50,62
806,2,3,11,4,False,21.99,11.0,5.50,253
807,2,3,11,11,False,21.99,11.0,5.50,273
808,2,3,11,18,False,21.99,11.0,5.50,257
809,2,3,11,25,True,21.99,11.0,5.50,277
810,2,3,12,2,False,21.99,21.99,5.50,89
811,2,3,12,9,False,21.99,21.99,5.50,93
812,2,3,12,16,False,21.99,21.99,5.50,107
813,2,3,12,23,False,21.99,21.99,5.50,123
814,2,3,12,30,True,21.99,21.99,5.50,68
815,2,3,1,6,False,19.99,19.99,5.00,106
816,2,3,1,13,False,19.99,19.99,5.00,105
817,2,3,1,20,False,19.99,19.99,5.00,119
818,2,3,1,27,False,19.99,19.99,5.00,101
819,2,3,2,3,False,19.99,19.99,5.00,95
820,2,3,2,10,True,19.99,19.99,5.00,101
821,2,3,2,17,False,19.99,19.99,5.00,102
822,2,3,2,24,False,19.99,19.99,5.00,91
823,2,3,3,2,False,19.99,19.99,5.00,87
824,2,3,3,9,False,19.99,19.99,5.00,83
825,2,3,3,16,False,19.99,19.99,5.00,68
826,2,3,3,23,False,19.99,19.99,5.00,64
827,2,3,3,30,False,19.99,19.99,5.00,76
828,2,3,4,6,False,19.99,19.99,5.00,75
829,2,3,4,13,False,19.99,19.99,5.00,67
830,2,3,4,20,False,19.99,19.99,5.00,75
831,2,3,4,27,False,19.99,19.99,5.00,69
832,2,3,5,4,False,19.99,19.99,5.00,79
833,2,3,5,11,False,19.99,19.99,5.00,79
834,2,3,5,18,False,19.99,19.99,5.00,71
835,2,3,5,25,False,19.99,19.99,5.00,69
836,2,3,6,1,False,19.99,19.99,5.00,72
837,2,3,6,8,False,19.99,19.99,5.00,76
838,2,3,6,15,False,19.99,19.99,5.00,78
839,2,3,6,22,False,19.99,19.99,5.00,73
840,2,3,6,29,False,19.99,19.99,5.00,67
841,2,3,7,6,False,19.99,10.0,5.00,343
842,2,3,7,13,False,19.99,10.0,5.00,549
843,2,3,7,20,False,19.99,10.0,5.00,703
844,2,3,7,27,False,19.99,10.0,5.00,744
845,2,3,8,3,False,19.99,19.99,5.00,241
846,2,3,8,10,False,19.99,19.99,5.00,271
847,2,3,8,17,False,19.99,19.99,5.00,338
848,2,3,8,24,False,19.99,19.99,5.00,443
849,2,3,8,31,False,19.99,19.99,5.00,398
850,2,3,9,7,True,19.99,19.99,5.00,156
851,2,3,9,14,False,19.99,19.99,5.00,101
852,2,3,9,21,False,19.99,19.99,5.00,81
853,2,3,9,28,False,19.99,19.99,5.00,85
854,2,3,10,5,False,19.99,19.99,5.00,80
855,2,3,10,12,False,19.99,19.99,5.00,72
856,2,3,10,19,False,19.99,19.99,5.00,75
857,2,3,10,26,False,19.99,19.99,5.00,71
858,3,1,2,5,False,9.99,7.99,2.50,63
859,3,1,2,12,True,9.99,7.99,2.50,125
860,3,1,2,19,False,9.99,7.99,2.50,87
861,3,1,2,26,False,9.99,7.99,2.50,49
862,3,1,3,5,False,9.99,9.99,2.50,35
863,3,1,3,12,False,9.99,9.99,2.50,37
864,3,1,3,19,False,9.99,9.99,2.50,34
865,3,1,3,26,False,9.99,9.99,2.50,44
866,3,1,4,2,False,9.99,9.99,2.50,109
867,3,1,4,9,False,9.99,9.99,2.50,55
868,3,1,4,16,False,9.99,9.99,2.50,27
869,3,1,4,23,False,9.99,9.99,2.50,29
870,3,1,4,30,False,9.99,9.99,2.50,28
871,3,1,5,7,False,9.99,7.99,2.50,47
872,3,1,5,14,False,9.99,7.99,2.50,47
873,3,1,5,21,False,9.99,7.99,2.50,44
874,3,1,5,28,False,9.99,7.99,2.50,41
875,3,1,6,4,False,9.99,9.99,2.50,33
876,3,1,6,11,False,9.99,9.99,2.50,31
877,3,1,6,18,False,9.99,9.99,2.50,29
878,3,1,6,25,False,9.99,9.99,2.50,29
879,3,1,7,2,False,9.99,9.99,2.50,28
880,3,1,7,9,False,9.99,9.99,2.50,30
881,3,1,7,16,False,9.99,9.99,2.50,23
882,3,1,7,23,False,9.99,9.99,2.50,26
883,3,1,7,30,False,9.99,9.99,2.50,28
884,3,1,8,6,False,9.99,9.99,2.50,24
885,3,1,8,13,False,9.99,9.99,2.50,26
886,3,1,8,20,False,9.99,9.99,2.50,27
887,3,1,8,27,False,9.99,9.99,2.50,26
888,3,1,9,3,False,9.99,9.99,2.50,33
889,3,1,9,10,True,9.99,9.99,2.50,35
890,3,1,9,17,False,9.99,9.99,2.50,39
891,3,1,9,24,False,9.99,9.99,2.50,39
892,3,1,10,1,False,9.99,9.99,2.50,37
893,3,1,10,8,False,9.99,9.99,2.50,45
894,3,1,10,15,False,9.99,9.99,2.50,48
895,3,1,10,22,False,9.99,9.99,2.50,51
896,3,1,10,29,False,9.99,9.99,2.50,77
897,3,1,11,5,False,9.99,9.99,2.50,95
898,3,1,11,12,False,9.99,9.99,2.50,33
899,3,1,11,19,False,9.99,9.99,2.50,39
900,3,1,11,26,True,9.99,9.99,2.50,34
901,3,1,12,3,False,9.99,9.99,2.50,49
902,3,1,12,10,False,9.99,9.99,2.50,63
903,3,1,12,17,False,9.99,9.99,2.50,94
904,3,1,12,24,False,9.99,9.99,2.50,83
905,3,1,12,31,True,9.99,9.99,2.50,36
906,3,1,1,7,False,10.99,10.99,2.75,24
907,3,1,1,14,False,10.99,10.99,2.75,34
908,3,1,1,21,False,10.99,10.99,2.75,32
909,3,1,1,28,False,10.99,10.99,2.75,34
910,3,1,2,4,False,10.99,8.79,2.75,64
911,3,1,2,11,True,10.99,8.79,2.75,96
912,3,1,2,18,False,10.99,8.79,2.75,131
913,3,1,2,25,False,10.99,8.79,2.75,42
914,3,1,3,4,False,10.99,10.99,2.75,39
915,3,1,3,11,False,10.99,10.99,2.75,37
916,3,1,3,18,False,10.99,10.99,2.75,34
917,3,1,3,25,False,10.99,10.99,2.75,39
918,3,1,4,1,False,10.99,10.99,2.75,37
919,3,1,4,8,False,10.99,10.99,2.75,40
920,3,1,4,15,False,10.99,10.99,2.75,53
921,3,1,4,22,False,10.99,10.99,2.75,91
922,3,1,4,29,False,10.99,10.99,2.75,55
923,3,1,5,6,False,10.99,8.79,2.75,51
924,3,1,5,13,False,10.99,8.79,2.75,40
925,3,1,5,20,False,10.99,8.79,2.75,44
926,3,1,5,27,False,10.99,8.79,2.75,44
927,3,1,6,3,False,10.99,10.99,2.75,29
928,3,1,6,10,False,10.99,10.99,2.75,28
929,3,1,6,17,False,10.99,10.99,2.75,33
930,3,1,6,24,False,10.99,10.99,2.75,26
931,3,1,7,1,False,10.99,10.99,2.75,31
932,3,1,7,8,False,10.99,10.99,2.75,25
933,3,1,7,15,False,10.99,10.99,2.75,29
934,3,1,7,22,False,10.99,10.99,2.75,30
935,3,1,7,29,False,10.99,10.99,2.75,27
936,3,1,8,5,False,10.99,10.99,2.75,31
937,3,1,8,12,False,10.99,10.99,2.75,28
938,3,1,8,19,False,10.99,10.99,2.75,28
939,3,1,8,26,False,10.99,10.99,2.75,33
940,3,1,9,2,False,10.99,10.99,2.75,30
941,3,1,9,9,True,10.99,10.99,2.75,30
942,3,1,9,16,False,10.99,10.99,2.75,35
943,3,1,9,23,False,10.99,10.99,2.75,41
944,3,1,9,30,False,10.99,10.99,2.75,36
945,3,1,10,7,False,10.99,10.99,2.75,45
946,3,1,10,14,False,10.99,10.99,2.75,41
947,3,1,10,21,False,10.99,10.99,2.75,53
948,3,1,10,28,False,10.99,10.99,2.75,69
949,3,1,11,4,False,10.99,10.99,2.75,91
950,3,1,11,11,False,10.99,10.99,2.75,38
951,3,1,11,18,False,10.99,10.99,2.75,43
952,3,1,11,25,True,10.99,10.99,2.75,40
953,3,1,12,2,False,10.99,10.99,2.75,53
954,3,1,12,9,False,10.99,10.99,2.75,61
955,3,1,12,16,False,10.99,10.99,2.75,88
956,3,1,12,23,False,10.99,10.99,2.75,71
957,3,1,12,30,True,10.99,10.99,2.75,45
958,3,1,1,6,False,10.99,10.99,2.75,37
959,3,1,1,13,False,10.99,10.99,2.75,43
960,3,1,1,20,False,10.99,10.99,2.75,43
961,3,1,1,27,False,10.99,10.99,2.75,49
962,3,1,2,3,False,10.99,8.79,2.75,76
963,3,1,2,10,True,10.99,8.79,2.75,97
964,3,1,2,17,False,10.99,8.79,2.75,157
965,3,1,2,24,False,10.99,8.79,2.75,66
966,3,1,3,2,False,10.99,10.99,2.75,47
967,3,1,3,9,False,10.99,10.99,2.75,47
968,3,1,3,16,False,10.99,10.99,2.75,44
969,3,1,3,23,False,10.99,10.99,2.75,54
970,3,1,3,30,False,10.99,10.99,2.75,71
971,3,1,4,6,False,10.99,10.99,2.75,109
972,3,1,4,13,False,10.99,10.99,2.75,57
973,3,1,4,20,False,10.99,10.99,2.75,47
974,3,1,4,27,False,10.99,10.99,2.75,41
975,3,1,5,4,False,10.99,8.79,2.75,57
976,3,1,5,11,False,10.99,8.79,2.75,49
977,3,1,5,18,False,10.99,8.79,2.75,52
978,3,1,5,25,False,10.99,8.79,2.75,57
979,3,1,6,1,False,10.99,10.99,2.75,39
980,3,1,6,8,False,10.99,10.99,2.75,43
981,3,1,6,15,False,10.99,10.99,2.75,40
982,3,1,6,22,False,10.99,10.99,2.75,40
983,3,1,6,29,False,10.99,10.99,2.75,40
984,3,1,7,6,False,10.99,10.99,2.75,39
985,3,1,7,13,False,10.99,10.99,2.75,35
986,3,1,7,20,False,10.99,10.99,2.75,39
987,3,1,7,27,False,10.99,10.99,2.75,45
988,3,1,8,3,False,10.99,10.99,2.75,42
989,3,1,8,10,False,10.99,10.99,2.75,34
990,3,1,8,17,False,10.99,10.99,2.75,39
991,3,1,8,24,False,10.99,10.99,2.75,41
992,3,1,8,31,False,10.99,10.99,2.75,40
993,3,1,9,7,True,10.99,10.99,2.75,47
994,3,1,9,14,False,10.99,10.99,2.75,51
995,3,1,9,21,False,10.99,10.99,2.75,53
996,3,1,9,28,False,10.99,10.99,2.75,51
997,3,1,10,5,False,10.99,10.99,2.75,57
998,3,1,10,12,False,10.99,10.99,2.75,64
999,3,1,10,19,False,10.99,10.99,2.75,63
1000,3,1,10,26,False,10.99,10.99,2.75,65
1001,3,2,2,5,False,5.99,5.99,1.50,117
1002,3,2,2,12,True,5.99,5.99,1.50,101
1003,3,2,2,19,False,5.99,5.99,1.50,105
1004,3,2,2,26,False,5.99,5.99,1.50,101
1005,3,2,3,5,False,5.99,5.99,1.50,110
1006,3,2,3,12,False,5.99,5.99,1.50,100
1007,3,2,3,19,False,5.99,5.99,1.50,97
1008,3,2,3,26,False,5.99,5.99,1.50,93
1009,3,2,4,2,False,5.99,4.01,1.50,193
1010,3,2,4,9,False,5.99,4.01,1.50,181
1011,3,2,4,16,False,5.99,4.01,1.50,181
1012,3,2,4,23,False,5.99,4.01,1.50,173
1013,3,2,4,30,False,5.99,4.01,1.50,171
1014,3,2,5,7,False,5.99,5.99,1.50,109
1015,3,2,5,14,False,5.99,5.99,1.50,104
1016,3,2,5,21,False,5.99,5.99,1.50,101
1017,3,2,5,28,False,5.99,5.99,1.50,98
1018,3,2,6,4,False,5.99,5.99,1.50,114
1019,3,2,6,11,False,5.99,5.99,1.50,103
1020,3,2,6,18,False,5.99,5.99,1.50,100
1021,3,2,6,25,False,5.99,5.99,1.50,93
1022,3,2,7,2,False,5.99,4.01,1.50,198
1023,3,2,7,9,False,5.99,4.01,1.50,183
1024,3,2,7,16,False,5.99,4.01,1.50,178
1025,3,2,7,23,False,5.99,4.01,1.50,173
1026,3,2,7,30,False,5.99,4.01,1.50,173
1027,3,2,8,6,False,5.99,5.99,1.50,108
1028,3,2,8,13,False,5.99,5.99,1.50,93
1029,3,2,8,20,False,5.99,5.99,1.50,95
1030,3,2,8,27,False,5.99,5.99,1.50,104
1031,3,2,9,3,False,5.99,5.99,1.50,107
1032,3,2,9,10,True,5.99,5.99,1.50,99
1033,3,2,9,17,False,5.99,5.99,1.50,95
1034,3,2,9,24,False,5.99,5.99,1.50,95
1035,3,2,10,1,False,5.99,5.99,1.50,95
1036,3,2,10,8,False,5.99,5.99,1.50,107
1037,3,2,10,15,False,5.99,5.99,1.50,91
1038,3,2,10,22,False,5.99,5.99,1.50,98
1039,3,2,10,29,False,5.99,5.99,1.50,89
1040,3,2,11,5,False,5.99,5.99,1.50,122
1041,3,2,11,12,False,5.99,5.99,1.50,93
1042,3,2,11,19,False,5.99,5.99,1.50,103
1043,3,2,11,26,True,5.99,5.99,1.50,94
1044,3,2,12,3,False,5.99,5.99,1.50,107
1045,3,2,12,10,False,5.99,5.99,1.50,97
1046,3,2,12,17,False,5.99,5.99,1.50,100
1047,3,2,12,24,False,5.99,5.99,1.50,113
1048,3,2,12,31,True,5.99,5.99,1.50,91
1049,3,2,1,7,False,5.99,5.99,1.50,103
1050,3,2,1,14,False,5.99,5.99,1.50,92
1051,3,2,1,21,False,5.99,5.99,1.50,105
1052,3,2,1,28,False,5.99,5.99,1.50,93
1053,3,2,2,4,False,5.99,5.99,1.50,118
1054,3,2,2,11,True,5.99,5.99,1.50,110
1055,3,2,2,18,False,5.99,5.99,1.50,113
1056,3,2,2,25,False,5.99,5.99,1.50,108
1057,3,2,3,4,False,5.99,5.99,1.50,126
1058,3,2,3,11,False,5.99,5.99,1.50,113
1059,3,2,3,18,False,5.99,5.99,1.50,111
1060,3,2,3,25,False,5.99,5.99,1.50,102
1061,3,2,4,1,False,5.99,4.01,1.50,171
1062,3,2,4,8,False,5.99,4.01,1.50,195
1063,3,2,4,15,False,5.99,4.01,1.50,176
1064,3,2,4,22,False,5.99,4.01,1.50,176
1065,3,2,4,29,False,5.99,4.01,1.50,185
1066,3,2,5,6,False,5.99,5.99,1.50,114
1067,3,2,5,13,False,5.99,5.99,1.50,100
1068,3,2,5,20,False,5.99,5.99,1.50,108
