Date,Store,Product,Is_Holiday,Base Price,Price,Weekly_Units_Sold,weekly_sales,year,month,day,week_of_year,promotion
2012-06-08,2,3,False,19.99,19.99,76,1519.2399999999998,2012,6,8,23,0
2012-06-15,2,3,False,19.99,19.99,78,1559.2199999999998,2012,6,15,24,0
2012-06-22,2,3,False,19.99,19.99,73,1459.27,2012,6,22,25,0
2012-06-29,2,3,False,19.99,19.99,67,1339.33,2012,6,29,26,0
2012-07-06,2,3,False,19.99,10.0,343,3430.0,2012,7,6,27,1
2012-07-13,2,3,False,19.99,10.0,549,5490.0,2012,7,13,28,1
2012-07-20,2,3,False,19.99,10.0,703,7030.0,2012,7,20,29,1
2012-07-27,2,3,False,19.99,10.0,744,7440.0,2012,7,27,30,1
2012-08-03,2,3,False,19.99,19.99,241,4817.589999999999,2012,8,3,31,0
2012-08-10,2,3,False,19.99,19.99,271,5417.29,2012,8,10,32,0
2012-08-17,2,3,False,19.99,19.99,338,6756.62,2012,8,17,33,0
2012-08-24,2,3,False,19.99,19.99,443,8855.57,2012,8,24,34,0
2012-08-31,2,3,False,19.99,19.99,398,7956.0199999999995,2012,8,31,35,0
2012-09-07,2,3,True,19.99,19.99,156,3118.4399999999996,2012,9,7,36,0
2012-09-14,2,3,False,19.99,19.99,101,2018.9899999999998,2012,9,14,37,0
2012-09-21,2,3,False,19.99,19.99,81,1619.1899999999998,2012,9,21,38,0
2012-09-28,2,3,False,19.99,19.99,85,1699.1499999999999,2012,9,28,39,0
2012-10-05,2,3,False,19.99,19.99,80,1599.1999999999998,2012,10,5,40,0
2012-10-12,2,3,False,19.99,19.99,72,1439.28,2012,10,12,41,0
2012-10-19,2,3,False,19.99,19.99,75,1499.2499999999998,2012,10,19,42,0
2012-10-26,2,3,False,19.99,19.99,71,1419.29,2012,10,26,43,0
2010-02-05,3,1,False,9.99,7.99,63,503.37,2010,2,5,5,1
2010-02-12,3,1,True,9.99,7.99,125,998.75,2010,2,12,6,1
2010-02-19,3,1,False,9.99,7.99,87,695.13,2010,2,19,7,1
2010-02-26,3,1,False,9.99,7.99,49,391.51,2010,2,26,8,1
2010-03-05,3,1,False,9.99,9.99,35,349.65000000000003,2010,3,5,9,0
2010-03-12,3,1,False,9.99,9.99,37,369.63,2010,3,12,10,0
2010-03-19,3,1,False,9.99,9.99,34,339.66,2010,3,19,11,0
2010-03-26,3,1,False,9.99,9.99,44,439.56,2010,3,26,12,0
2010-04-02,3,1,False,9.99,9.99,109,1088.91,2010,4,2,13,0
2010-04-09,3,1,False,9.99,9.99,55,549.45,2010,4,9,14,0
2010-04-16,3,1,False,9.99,9.99,27,269.73,2010,4,16,15,0
2010-04-23,3,1,False,9.99,9.99,29,289.71,2010,4,23,16,0
2010-04-30,3,1,False,9.99,9.99,28,279.72,2010,4,30,17,0
2010-05-07,3,1,False,9.99,7.99,47,375.53000000000003,2010,5,7,18,1
2010-05-14,3,1,False,9.99,7.99,47,375.53000000000003,2010,5,14,19,1
2010-05-21,3,1,False,9.99,7.99,44,351.56,2010,5,21,20,1
2010-05-28,3,1,False,9.99,7.99,41,327.59000000000003,2010,5,28,21,1
2010-06-04,3,1,False,9.99,9.99,33,329.67,2010,6,4,22,0
2010-06-11,3,1,False,9.99,9.99,31,309.69,2010,6,11,23,0
2010-06-18,3,1,False,9.99,9.99,29,289.71,2010,6,18,24,0
2010-06-25,3,1,False,9.99,9.99,29,289.71,2010,6,25,25,0
2010-07-02,3,1,False,9.99,9.99,28,279.72,2010,7,2,26,0
2010-07-09,3,1,False,9.99,9.99,30,299.7,2010,7,9,27,0
2010-07-16,3,1,False,9.99,9.99,23,229.77,2010,7,16,28,0
2010-07-23,3,1,False,9.99,9.99,26,259.74,2010,7,23,29,0
2010-07-30,3,1,False,9.99,9.99,28,279.72,2010,7,30,30,0
2010-08-06,3,1,False,9.99,9.99,24,239.76,2010,8,6,31,0
2010-08-13,3,1,False,9.99,9.99,26,259.74,2010,8,13,32,0
2010-08-20,3,1,False,9.99,9.99,27,269.73,2010,8,20,33,0
2010-08-27,3,1,False,9.99,9.99,26,259.74,2010,8,27,34,0
2010-09-03,3,1,False,9.99,9.99,33,329.67,2010,9,3,35,0
2010-09-10,3,1,True,9.99,9.99,35,349.65000000000003,2010,9,10,36,0
2010-09-17,3,1,False,9.99,9.99,39,389.61,2010,9,17,37,0
2010-09-24,3,1,False,9.99,9.99,39,389.61,2010,9,24,38,0
2010-10-01,3,1,False,9.99,9.99,37,369.63,2010,10,1,39,0
2010-10-08,3,1,False,9.99,9.99,45,449.55,2010,10,8,40,0
2010-10-15,3,1,False,9.99,9.99,48,479.52,2010,10,15,41,0
2010-10-22,3,1,False,9.99,9.99,51,509.49,2010,10,22,42,0
2010-10-29,3,1,False,9.99,9.99,77,769.23,2010,10,29,43,0
2010-11-05,3,1,False,9.99,9.99,95,949.0500000000001,2010,11,5,44,0
2010-11-12,3,1,False,9.99,9.99,33,329.67,2010,11,12,45,0
2010-11-19,3,1,False,9.99,9.99,39,389.61,2010,11,19,46,0
2010-11-26,3,1,True,9.99,9.99,34,339.66,2010,11,26,47,0
2010-12-03,3,1,False,9.99,9.99,49,489.51,2010,12,3,48,0
2010-12-10,3,1,False,9.99,9.99,63,629.37,2010,12,10,49,0
2010-12-17,3,1,False,9.99,9.99,94,939.0600000000001,2010,12,17,50,0
2010-12-24,3,1,False,9.99,9.99,83,829.1700000000001,2010,12,24,51,0
2010-12-31,3,1,True,9.99,9.99,36,359.64,2010,12,31,52,0
2011-01-07,3,1,False,10.99,10.99,24,263.76,2011,1,7,1,0
2011-01-14,3,1,False,10.99,10.99,34,373.66,2011,1,14,2,0
2011-01-21,3,1,False,10.99,10.99,32,351.68,2011,1,21,3,0
2011-01-28,3,1,False,10.99,10.99,34,373.66,2011,1,28,4,0
2011-02-04,3,1,False,10.99,8.79,64,562.56,2011,2,4,5,1
2011-02-11,3,1,True,10.99,8.79,96,843.8399999999999,2011,2,11,6,1
2011-02-18,3,1,False,10.99,8.79,131,1151.4899999999998,2011,2,18,7,1
2011-02-25,3,1,False,10.99,8.79,42,369.17999999999995,2011,2,25,8,1
2011-03-04,3,1,False,10.99,10.99,39,428.61,2011,3,4,9,0
2011-03-11,3,1,False,10.99,10.99,37,406.63,2011,3,11,10,0
2011-03-18,3,1,False,10.99,10.99,34,373.66,2011,3,18,11,0
2011-03-25,3,1,False,10.99,10.99,39,428.61,2011,3,25,12,0
2011-04-01,3,1,False,10.99,10.99,37,406.63,2011,4,1,13,0
2011-04-08,3,1,False,10.99,10.99,40,439.6,2011,4,8,14,0
2011-04-15,3,1,False,10.99,10.99,53,582.47,2011,4,15,15,0
2011-04-22,3,1,False,10.99,10.99,91,1000.09,2011,4,22,16,0
2011-04-29,3,1,False,10.99,10.99,55,604.45,2011,4,29,17,0
2011-05-06,3,1,False,10.99,8.79,51,448.28999999999996,2011,5,6,18,1
2011-05-13,3,1,False,10.99,8.79,40,351.59999999999997,2011,5,13,19,1
2011-05-20,3,1,False,10.99,8.79,44,386.76,2011,5,20,20,1
2011-05-27,3,1,False,10.99,8.79,44,386.76,2011,5,27,21,1
2011-06-03,3,1,False,10.99,10.99,29,318.71,2011,6,3,22,0
2011-06-10,3,1,False,10.99,10.99,28,307.72,2011,6,10,23,0
2011-06-17,3,1,False,10.99,10.99,33,362.67,2011,6,17,24,0
2011-06-24,3,1,False,10.99,10.99,26,285.74,2011,6,24,25,0
2011-07-01,3,1,False,10.99,10.99,31,340.69,2011,7,1,26,0
2011-07-08,3,1,False,10.99,10.99,25,274.75,2011,7,8,27,0
2011-07-15,3,1,False,10.99,10.99,29,318.71,2011,7,15,28,0
2011-07-22,3,1,False,10.99,10.99,30,329.7,2011,7,22,29,0
2011-07-29,3,1,False,10.99,10.99,27,296.73,2011,7,29,30,0
2011-08-05,3,1,False,10.99,10.99,31,340.69,2011,8,5,31,0
2011-08-12,3,1,False,10.99,10.99,28,307.72,2011,8,12,32,0
2011-08-19,3,1,False,10.99,10.99,28,307.72,2011,8,19,33,0
2011-08-26,3,1,False,10.99,10.99,33,362.67,2011,8,26,34,0
2011-09-02,3,1,False,10.99,10.99,30,329.7,2011,9,2,35,0
2011-09-09,3,1,True,10.99,10.99,30,329.7,2011,9,9,36,0
2011-09-16,3,1,False,10.99,10.99,35,384.65000000000003,2011,9,16,37,0
2011-09-23,3,1,False,10.99,10.99,41,450.59000000000003,2011,9,23,38,0
2011-09-30,3,1,False,10.99,10.99,36,395.64,2011,9,30,39,0
2011-10-07,3,1,False,10.99,10.99,45,494.55,2011,10,7,40,0
2011-10-14,3,1,False,10.99,10.99,41,450.59000000000003,2011,10,14,41,0
2011-10-21,3,1,False,10.99,10.99,53,582.47,2011,10,21,42,0
2011-10-28,3,1,False,10.99,10.99,69,758.3100000000001,2011,10,28,43,0
2011-11-04,3,1,False,10.99,10.99,91,1000.09,2011,11,4,44,0
2011-11-11,3,1,False,10.99,10.99,38,417.62,2011,11,11,45,0
2011-11-18,3,1,False,10.99,10.99,43,472.57,2011,11,18,46,0
2011-11-25,3,1,True,10.99,10.99,40,439.6,2011,11,25,47,0
2011-12-02,3,1,False,10.99,10.99,53,582.47,2011,12,2,48,0
2011-12-09,3,1,False,10.99,10.99,61,670.39,2011,12,9,49,0
2011-12-16,3,1,False,10.99,10.99,88,967.12,2011,12,16,50,0
2011-12-23,3,1,False,10.99,10.99,71,780.29,2011,12,23,51,0
2011-12-30,3,1,True,10.99,10.99,45,494.55,2011,12,30,52,0
2012-01-06,3,1,False,10.99,10.99,37,406.63,2012,1,6,1,0
2012-01-13,3,1,False,10.99,10.99,43,472.57,2012,1,13,2,0
2012-01-20,3,1,False,10.99,10.99,43,472.57,2012,1,20,3,0
2012-01-27,3,1,False,10.99,10.99,49,538.51,2012,1,27,4,0
2012-02-03,3,1,False,10.99,8.79,76,668.04,2012,2,3,5,1
2012-02-10,3,1,True,10.99,8.79,97,852.6299999999999,2012,2,10,6,1
2012-02-17,3,1,False,10.99,8.79,157,1380.03,2012,2,17,7,1
2012-02-24,3,1,False,10.99,8.79,66,580.14,2012,2,24,8,1
2012-03-02,3,1,False,10.99,10.99,47,516.53,2012,3,2,9,0
2012-03-09,3,1,False,10.99,10.99,47,516.53,2012,3,9,10,0
2012-03-16,3,1,False,10.99,10.99,44,483.56,2012,3,16,11,0
2012-03-23,3,1,False,10.99,10.99,54,593.46,2012,3,23,12,0
2012-03-30,3,1,False,10.99,10.99,71,780.29,2012,3,30,13,0
2012-04-06,3,1,False,10.99,10.99,109,1197.91,2012,4,6,14,0
2012-04-13,3,1,False,10.99,10.99,57,626.4300000000001,2012,4,13,15,0
2012-04-20,3,1,False,10.99,10.99,47,516.53,2012,4,20,16,0
2012-04-27,3,1,False,10.99,10.99,41,450.59000000000003,2012,4,27,17,0
2012-05-04,3,1,False,10.99,8.79,57,501.03,2012,5,4,18,1
2012-05-11,3,1,False,10.99,8.79,49,430.71,2012,5,11,19,1
2012-05-18,3,1,False,10.99,8.79,52,457.0799999999999,2012,5,18,20,1
2012-05-25,3,1,False,10.99,8.79,57,501.03,2012,5,25,21,1
2012-06-01,3,1,False,10.99,10.99,39,428.61,2012,6,1,22,0
2012-06-08,3,1,False,10.99,10.99,43,472.57,2012,6,8,23,0
2012-06-15,3,1,False,10.99,10.99,40,439.6,2012,6,15,24,0
2012-06-22,3,1,False,10.99,10.99,40,439.6,2012,6,22,25,0
2012-06-29,3,1,False,10.99,10.99,40,439.6,2012,6,29,26,0
2012-07-06,3,1,False,10.99,10.99,39,428.61,2012,7,6,27,0
2012-07-13,3,1,False,10.99,10.99,35,384.65000000000003,2012,7,13,28,0
2012-07-20,3,1,False,10.99,10.99,39,428.61,2012,7,20,29,0
2012-07-27,3,1,False,10.99,10.99,45,494.55,2012,7,27,30,0
2012-08-03,3,1,False,10.99,10.99,42,461.58,2012,8,3,31,0
2012-08-10,3,1,False,10.99,10.99,34,373.66,2012,8,10,32,0
2012-08-17,3,1,False,10.99,10.99,39,428.61,2012,8,17,33,0
2012-08-24,3,1,False,10.99,10.99,41,450.59000000000003,2012,8,24,34,0
2012-08-31,3,1,False,10.99,10.99,40,439.6,2012,8,31,35,0
2012-09-07,3,1,True,10.99,10.99,47,516.53,2012,9,7,36,0
2012-09-14,3,1,False,10.99,10.99,51,560.49,2012,9,14,37,0
2012-09-21,3,1,False,10.99,10.99,53,582.47,2012,9,21,38,0
2012-09-28,3,1,False,10.99,10.99,51,560.49,2012,9,28,39,0
2012-10-05,3,1,False,10.99,10.99,57,626.4300000000001,2012,10,5,40,0
2012-10-12,3,1,False,10.99,10.99,64,703.36,2012,10,12,41,0
2012-10-19,3,1,False,10.99,10.99,63,692.37,2012,10,19,42,0
2012-10-26,3,1,False,10.99,10.99,65,714.35,2012,10,26,43,0
2010-02-05,3,2,False,5.99,5.99,117,700.83,2010,2,5,5,0
2010-02-12,3,2,True,5.99,5.99,101,604.99,2010,2,12,6,0
2010-02-19,3,2,False,5.99,5.99,105,628.95,2010,2,19,7,0
2010-02-26,3,2,False,5.99,5.99,101,604.99,2010,2,26,8,0
2010-03-05,3,2,False,5.99,5.99,110,658.9,2010,3,5,9,0
2010-03-12,3,2,False,5.99,5.99,100,599.0,2010,3,12,10,0
2010-03-19,3,2,False,5.99,5.99,97,581.03,2010,3,19,11,0
2010-03-26,3,2,False,5.99,5.99,93,557.07,2010,3,26,12,0
2010-04-02,3,2,False,5.99,4.01,193,773.93,2010,4,2,13,1
2010-04-09,3,2,False,5.99,4.01,181,725.81,2010,4,9,14,1
2010-04-16,3,2,False,5.99,4.01,181,725.81,2010,4,16,15,1
2010-04-23,3,2,False,5.99,4.01,173,693.73,2010,4,23,16,1
2010-04-30,3,2,False,5.99,4.01,171,685.7099999999999,2010,4,30,17,1
2010-05-07,3,2,False,5.99,5.99,109,652.91,2010,5,7,18,0
2010-05-14,3,2,False,5.99,5.99,104,622.96,2010,5,14,19,0
2010-05-21,3,2,False,5.99,5.99,101,604.99,2010,5,21,20,0
2010-05-28,3,2,False,5.99,5.99,98,587.02,2010,5,28,21,0
2010-06-04,3,2,False,5.99,5.99,114,682.86,2010,6,4,22,0
2010-06-11,3,2,False,5.99,5.99,103,616.97,2010,6,11,23,0
2010-06-18,3,2,False,5.99,5.99,100,599.0,2010,6,18,24,0
2010-06-25,3,2,False,5.99,5.99,93,557.07,2010,6,25,25,0
2010-07-02,3,2,False,5.99,4.01,198,793.9799999999999,2010,7,2,26,1
2010-07-09,3,2,False,5.99,4.01,183,733.8299999999999,2010,7,9,27,1
2010-07-16,3,2,False,5.99,4.01,178,713.78,2010,7,16,28,1
2010-07-23,3,2,False,5.99,4.01,173,693.73,2010,7,23,29,1
2010-07-30,3,2,False,5.99,4.01,173,693.73,2010,7,30,30,1
2010-08-06,3,2,False,5.99,5.99,108,646.9200000000001,2010,8,6,31,0
2010-08-13,3,2,False,5.99,5.99,93,557.07,2010,8,13,32,0
2010-08-20,3,2,False,5.99,5.99,95,569.0500000000001,2010,8,20,33,0
2010-08-27,3,2,False,5.99,5.99,104,622.96,2010,8,27,34,0
2010-09-03,3,2,False,5.99,5.99,107,640.9300000000001,2010,9,3,35,0
2010-09-10,3,2,True,5.99,5.99,99,593.01,2010,9,10,36,0
2010-09-17,3,2,False,5.99,5.99,95,569.0500000000001,2010,9,17,37,0
2010-09-24,3,2,False,5.99,5.99,95,569.0500000000001,2010,9,24,38,0
2010-10-01,3,2,False,5.99,5.99,95,569.0500000000001,2010,10,1,39,0
2010-10-08,3,2,False,5.99,5.99,107,640.9300000000001,2010,10,8,40,0
2010-10-15,3,2,False,5.99,5.99,91,545.09,2010,10,15,41,0
2010-10-22,3,2,False,5.99,5.99,98,587.02,2010,10,22,42,0
2010-10-29,3,2,False,5.99,5.99,89,533.11,2010,10,29,43,0
2010-11-05,3,2,False,5.99,5.99,122,730.78,2010,11,5,44,0
2010-11-12,3,2,False,5.99,5.99,93,557.07,2010,11,12,45,0
2010-11-19,3,2,False,5.99,5.99,103,616.97,2010,11,19,46,0
2010-11-26,3,2,True,5.99,5.99,94,563.0600000000001,2010,11,26,47,0
2010-12-03,3,2,False,5.99,5.99,107,640.9300000000001,2010,12,3,48,0
2010-12-10,3,2,False,5.99,5.99,97,581.03,2010,12,10,49,0
2010-12-17,3,2,False,5.99,5.99,100,599.0,2010,12,17,50,0
2010-12-24,3,2,False,5.99,5.99,113,676.87,2010,12,24,51,0
2010-12-31,3,2,True,5.99,5.99,91,545.09,2010,12,31,52,0
2011-01-07,3,2,False,5.99,5.99,103,616.97,2011,1,7,1,0
2011-01-14,3,2,False,5.99,5.99,92,551.08,2011,1,14,2,0
2011-01-21,3,2,False,5.99,5.99,105,628.95,2011,1,21,3,0
2011-01-28,3,2,False,5.99,5.99,93,557.07,2011,1,28,4,0
2011-02-04,3,2,False,5.99,5.99,118,706.82,2011,2,4,5,0
2011-02-11,3,2,True,5.99,5.99,110,658.9,2011,2,11,6,0
2011-02-18,3,2,False,5.99,5.99,113,676.87,2011,2,18,7,0
2011-02-25,3,2,False,5.99,5.99,108,646.9200000000001,2011,2,25,8,0
2011-03-04,3,2,False,5.99,5.99,126,754.74,2011,3,4,9,0
2011-03-11,3,2,False,5.99,5.99,113,676.87,2011,3,11,10,0
2011-03-18,3,2,False,5.99,5.99,111,664.89,2011,3,18,11,0
2011-03-25,3,2,False,5.99,5.99,102,610.98,2011,3,25,12,0
2011-04-01,3,2,False,5.99,4.01,171,685.7099999999999,2011,4,1,13,1
2011-04-08,3,2,False,5.99,4.01,195,781.9499999999999,2011,4,8,14,1
2011-04-15,3,2,False,5.99,4.01,176,705.76,2011,4,15,15,1
2011-04-22,3,2,False,5.99,4.01,176,705.76,2011,4,22,16,1
2011-04-29,3,2,False,5.99,4.01,185,741.8499999999999,2011,4,29,17,1
2011-05-06,3,2,False,5.99,5.99,114,682.86,2011,5,6,18,0
2011-05-13,3,2,False,5.99,5.99,100,599.0,2011,5,13,19,0
2011-05-20,3,2,False,5.99,5.99,108,646.9200000000001,2011,5,20,20,0
2011-05-27,3,2,False,5.99,5.99,109,652.91,2011,5,27,21,0
2011-06-03,3,2,False,5.99,5.99,126,754.74,2011,6,3,22,0
2011-06-10,3,2,False,5.99,5.99,114,682.86,2011,6,10,23,0
2011-06-17,3,2,False,5.99,5.99,111,664.89,2011,6,17,24,0
2011-06-24,3,2,False,5.99,5.99,109,652.91,2011,6,24,25,0
2011-07-01,3,2,False,5.99,4.01,209,838.0899999999999,2011,7,1,26,1
2011-07-08,3,2,False,5.99,4.01,221,886.2099999999999,2011,7,8,27,1
2011-07-15,3,2,False,5.99,4.01,210,842.0999999999999,2011,7,15,28,1
2011-07-22,3,2,False,5.99,4.01,206,826.06,2011,7,22,29,1
2011-07-29,3,2,False,5.99,4.01,189,757.89,2011,7,29,30,1
2011-08-05,3,2,False,5.99,5.99,119,712.8100000000001,2011,8,5,31,0
2011-08-12,3,2,False,5.99,5.99,105,628.95,2011,8,12,32,0
2011-08-19,3,2,False,5.99,5.99,111,664.89,2011,8,19,33,0
2011-08-26,3,2,False,5.99,5.99,114,682.86,2011,8,26,34,0
2011-09-02,3,2,False,5.99,5.99,122,730.78,2011,9,2,35,0
2011-09-09,3,2,True,5.99,5.99,121,724.7900000000001,2011,9,9,36,0
2011-09-16,3,2,False,5.99,5.99,113,676.87,2011,9,16,37,0
2011-09-23,3,2,False,5.99,5.99,113,676.87,2011,9,23,38,0
2011-09-30,3,2,False,5.99,5.99,109,652.91,2011,9,30,39,0
2011-10-07,3,2,False,5.99,5.99,122,730.78,2011,10,7,40,0
2011-10-14,3,2,False,5.99,5.99,111,664.89,2011,10,14,41,0
2011-10-21,3,2,False,5.99,5.99,115,688.85,2011,10,21,42,0
2011-10-28,3,2,False,5.99,5.99,101,604.99,2011,10,28,43,0
2011-11-04,3,2,False,5.99,5.99,115,688.85,2011,11,4,44,0
2011-11-11,3,2,False,5.99,5.99,107,640.9300000000001,2011,11,11,45,0
2011-11-18,3,2,False,5.99,5.99,111,664.89,2011,11,18,46,0
2011-11-25,3,2,True,5.99,5.99,97,581.03,2011,11,25,47,0
2011-12-02,3,2,False,5.99,5.99,114,682.86,2011,12,2,48,0
2011-12-09,3,2,False,5.99,5.99,116,694.84,2011,12,9,49,0
2011-12-16,3,2,False,5.99,5.99,128,766.72,2011,12,16,50,0
2011-12-23,3,2,False,5.99,5.99,140,838.6,2011,12,23,51,0
2011-12-30,3,2,True,5.99,5.99,113,676.87,2011,12,30,52,0
2012-01-06,3,2,False,6.99,6.99,93,650.07,2012,1,6,1,0
2012-01-13,3,2,False,6.99,6.99,88,615.12,2012,1,13,2,0
2012-01-20,3,2,False,6.99,6.99,92,643.08,2012,1,20,3,0
2012-01-27,3,2,False,6.99,6.99,89,622.11,2012,1,27,4,0
2012-02-03,3,2,False,6.99,6.99,112,782.88,2012,2,3,5,0
2012-02-10,3,2,True,6.99,6.99,114,796.86,2012,2,10,6,0
2012-02-17,3,2,False,6.99,6.99,107,747.9300000000001,2012,2,17,7,0
2012-02-24,3,2,False,6.99,6.99,101,705.99,2012,2,24,8,0
2012-03-02,3,2,False,6.99,6.99,122,852.78,2012,3,2,9,0
2012-03-09,3,2,False,6.99,6.99,106,740.94,2012,3,9,10,0
2012-03-16,3,2,False,6.99,6.99,100,699.0,2012,3,16,11,0
2012-03-23,3,2,False,6.99,6.99,95,664.0500000000001,2012,3,23,12,0
2012-03-30,3,2,False,6.99,6.99,102,712.98,2012,3,30,13,0
2012-04-06,3,2,False,6.99,4.68,199,931.3199999999999,2012,4,6,14,1
2012-04-13,3,2,False,6.99,4.68,181,847.0799999999999,2012,4,13,15,1
2012-04-20,3,2,False,6.99,4.68,189,884.52,2012,4,20,16,1
2012-04-27,3,2,False,6.99,4.68,191,893.88,2012,4,27,17,1
2012-05-04,3,2,False,6.99,6.99,113,789.87,2012,5,4,18,0
2012-05-11,3,2,False,6.99,6.99,100,699.0,2012,5,11,19,0
2012-05-18,3,2,False,6.99,6.99,106,740.94,2012,5,18,20,0
2012-05-25,3,2,False,6.99,6.99,99,692.01,2012,5,25,21,0
2012-06-01,3,2,False,6.99,6.99,113,789.87,2012,6,1,22,0
2012-06-08,3,2,False,6.99,6.99,113,789.87,2012,6,8,23,0
2012-06-15,3,2,False,6.99,6.99,109,761.91,2012,6,15,24,0
2012-06-22,3,2,False,6.99,6.99,107,747.9300000000001,2012,6,22,25,0
2012-06-29,3,2,False,6.99,6.99,108,754.9200000000001,2012,6,29,26,0
2012-07-06,3,2,False,6.99,4.68,209,978.1199999999999,2012,7,6,27,1
2012-07-13,3,2,False,6.99,4.68,193,903.2399999999999,2012,7,13,28,1
2012-07-20,3,2,False,6.99,4.68,183,856.4399999999999,2012,7,20,29,1
2012-07-27,3,2,False,6.99,4.68,189,884.52,2012,7,27,30,1
2012-08-03,3,2,False,6.99,6.99,116,810.84,2012,8,3,31,0
2012-08-10,3,2,False,6.99,6.99,107,747.9300000000001,2012,8,10,32,0
2012-08-17,3,2,False,6.99,6.99,105,733.95,2012,8,17,33,0
2012-08-24,3,2,False,6.99,6.99,100,699.0,2012,8,24,34,0
2012-08-31,3,2,False,6.99,6.99,111,775.89,2012,8,31,35,0
2012-09-07,3,2,True,6.99,6.99,108,754.9200000000001,2012,9,7,36,0
2012-09-14,3,2,False,6.99,6.99,102,712.98,2012,9,14,37,0
2012-09-21,3,2,False,6.99,6.99,101,705.99,2012,9,21,38,0
2012-09-28,3,2,False,6.99,6.99,99,692.01,2012,9,28,39,0
2012-10-05,3,2,False,6.99,6.99,113,789.87,2012,10,5,40,0
2012-10-12,3,2,False,6.99,6.99,99,692.01,2012,10,12,41,0
2012-10-19,3,2,False,6.99,6.99,109,761.91,2012,10,19,42,0
2012-10-26,3,2,False,6.99,6.99,104,726.96,2012,10,26,43,0
2010-02-05,3,3,False,19.99,19.99,31,619.6899999999999,2010,2,5,5,0
2010-02-12,3,3,True,19.99,19.99,33,659.67,2010,2,12,6,0
2010-02-19,3,3,False,19.99,19.99,30,599.6999999999999,2010,2,19,7,0
2010-02-26,3,3,False,19.99,19.99,32,639.68,2010,2,26,8,0
2010-03-05,3,3,False,19.99,19.99,29,579.7099999999999,2010,3,5,9,0
2010-03-12,3,3,False,19.99,19.99,27,539.7299999999999,2010,3,12,10,0
2010-03-19,3,3,False,19.99,19.99,16,319.84,2010,3,19,11,0
2010-03-26,3,3,False,19.99,19.99,29,579.7099999999999,2010,3,26,12,0
2010-04-02,3,3,False,19.99,19.99,22,439.78,2010,4,2,13,0
2010-04-09,3,3,False,19.99,19.99,23,459.77,2010,4,9,14,0
2010-04-16,3,3,False,19.99,19.99,23,459.77,2010,4,16,15,0
2010-04-23,3,3,False,19.99,19.99,27,539.7299999999999,2010,4,23,16,0
2010-04-30,3,3,False,19.99,19.99,19,379.80999999999995,2010,4,30,17,0
2010-05-07,3,3,False,19.99,19.99,25,499.74999999999994,2010,5,7,18,0
2010-05-14,3,3,False,19.99,19.99,25,499.74999999999994,2010,5,14,19,0
2010-05-21,3,3,False,19.99,19.99,23,459.77,2010,5,21,20,0
2010-05-28,3,3,False,19.99,19.99,24,479.76,2010,5,28,21,0
2010-06-04,3,3,False,19.99,19.99,23,459.77,2010,6,4,22,0
2010-06-11,3,3,False,19.99,19.99,17,339.83,2010,6,11,23,0
2010-06-18,3,3,False,19.99,19.99,19,379.80999999999995,2010,6,18,24,0
2010-06-25,3,3,False,19.99,19.99,18,359.82,2010,6,25,25,0
2010-07-02,3,3,False,19.99,10.0,71,710.0,2010,7,2,26,1
2010-07-09,3,3,False,19.99,10.0,124,1240.0,2010,7,9,27,1
2010-07-16,3,3,False,19.99,10.0,155,1550.0,2010,7,16,28,1
2010-07-23,3,3,False,19.99,10.0,189,1890.0,2010,7,23,29,1
2010-07-30,3,3,False,19.99,10.0,244,2440.0,2010,7,30,30,1
2010-08-06,3,3,False,19.99,19.99,78,1559.2199999999998,2010,8,6,31,0
2010-08-13,3,3,False,19.99,19.99,62,1239.3799999999999,2010,8,13,32,0
2010-08-20,3,3,False,19.99,19.99,87,1739.1299999999999,2010,8,20,33,0
2010-08-27,3,3,False,19.99,19.99,101,2018.9899999999998,2010,8,27,34,0
2010-09-03,3,3,False,19.99,19.99,39,779.6099999999999,2010,9,3,35,0
2010-09-10,3,3,True,19.99,19.99,23,459.77,2010,9,10,36,0
2010-09-17,3,3,False,19.99,19.99,21,419.78999999999996,2010,9,17,37,0
2010-09-24,3,3,False,19.99,19.99,27,539.7299999999999,2010,9,24,38,0
2010-10-01,3,3,False,19.99,19.99,21,419.78999999999996,2010,10,1,39,0
2010-10-08,3,3,False,19.99,19.99,28,559.7199999999999,2010,10,8,40,0
2010-10-15,3,3,False,19.99,19.99,29,579.7099999999999,2010,10,15,41,0
2010-10-22,3,3,False,19.99,19.99,27,539.7299999999999,2010,10,22,42,0
2010-10-29,3,3,False,19.99,19.99,21,419.78999999999996,2010,10,29,43,0
2010-11-05,3,3,False,19.99,10.0,112,1120.0,2010,11,5,44,1
2010-11-12,3,3,False,19.99,10.0,94,940.0,2010,11,12,45,1
2010-11-19,3,3,False,19.99,10.0,93,930.0,2010,11,19,46,1
2010-11-26,3,3,True,19.99,10.0,117,1170.0,2010,11,26,47,1
2010-12-03,3,3,False,19.99,19.99,31,619.6899999999999,2010,12,3,48,0
2010-12-10,3,3,False,19.99,19.99,29,579.7099999999999,2010,12,10,49,0
2010-12-17,3,3,False,19.99,19.99,33,659.67,2010,12,17,50,0
2010-12-24,3,3,False,19.99,19.99,34,679.66,2010,12,24,51,0
2010-12-31,3,3,True,19.99,19.99,19,379.80999999999995,2010,12,31,52,0
2011-01-07,3,3,False,21.99,21.99,32,703.68,2011,1,7,1,0
