,Store,Product,week_of_year,Base Price,Price,promotion,Is_Holiday,Weekly_Units_Sold
556,_2,_1,_28,10.99,10.99,0,0,134
557,_2,_1,_29,10.99,10.99,0,0,137
558,_2,_1,_30,10.99,10.99,0,0,133
559,_2,_1,_31,10.99,10.99,0,0,132
560,_2,_1,_32,10.99,10.99,0,0,135
561,_2,_1,_33,10.99,10.99,0,0,143
562,_2,_1,_34,10.99,10.99,0,0,132
563,_2,_1,_35,10.99,10.99,0,0,147
564,_2,_1,_36,10.99,10.99,0,1,146
565,_2,_1,_37,10.99,10.99,0,0,153
566,_2,_1,_38,10.99,10.99,0,0,152
567,_2,_1,_39,10.99,10.99,0,0,157
568,_2,_1,_40,10.99,10.99,0,0,178
569,_2,_1,_41,10.99,10.99,0,0,197
570,_2,_1,_42,10.99,10.99,0,0,207
571,_2,_1,_43,10.99,10.99,0,0,241
572,_2,_2,_5,5.99,5.99,0,0,498
573,_2,_2,_6,5.99,5.99,0,1,437
574,_2,_2,_7,5.99,5.99,0,0,473
575,_2,_2,_8,5.99,5.99,0,0,433
576,_2,_2,_9,5.99,5.99,0,0,456
577,_2,_2,_10,5.99,5.99,0,0,444
578,_2,_2,_11,5.99,5.99,0,0,429
579,_2,_2,_12,5.99,5.99,0,0,399
580,_2,_2,_13,5.99,4.01,1,0,830
581,_2,_2,_14,5.99,4.01,1,0,781
582,_2,_2,_15,5.99,4.01,1,0,792
583,_2,_2,_16,5.99,4.01,1,0,808
584,_2,_2,_17,5.99,4.01,1,0,791
585,_2,_2,_18,5.99,5.99,0,0,460
586,_2,_2,_19,5.99,5.99,0,0,418
587,_2,_2,_20,5.99,5.99,0,0,465
588,_2,_2,_21,5.99,5.99,0,0,459
589,_2,_2,_22,5.99,5.99,0,0,460
590,_2,_2,_23,5.99,5.99,0,0,484
591,_2,_2,_24,5.99,5.99,0,0,464
592,_2,_2,_25,5.99,5.99,0,0,457
593,_2,_2,_26,5.99,4.01,1,0,877
594,_2,_2,_27,5.99,4.01,1,0,803
595,_2,_2,_28,5.99,4.01,1,0,844
596,_2,_2,_29,5.99,4.01,1,0,808
597,_2,_2,_30,5.99,4.01,1,0,825
598,_2,_2,_31,5.99,5.99,0,0,466
599,_2,_2,_32,5.99,5.99,0,0,466
600,_2,_2,_33,5.99,5.99,0,0,463
601,_2,_2,_34,5.99,5.99,0,0,462
602,_2,_2,_35,5.99,5.99,0,0,467
603,_2,_2,_36,5.99,5.99,0,1,438
604,_2,_2,_37,5.99,5.99,0,0,431
605,_2,_2,_38,5.99,5.99,0,0,439
606,_2,_2,_39,5.99,5.99,0,0,443
607,_2,_2,_40,5.99,5.99,0,0,429
608,_2,_2,_41,5.99,5.99,0,0,424
609,_2,_2,_42,5.99,5.99,0,0,419
610,_2,_2,_43,5.99,5.99,0,0,421
611,_2,_2,_44,5.99,5.99,0,0,429
612,_2,_2,_45,5.99,5.99,0,0,416
613,_2,_2,_46,5.99,5.99,0,0,434
614,_2,_2,_47,5.99,5.99,0,1,446
615,_2,_2,_48,5.99,5.99,0,0,419
616,_2,_2,_49,5.99,5.99,0,0,443
617,_2,_2,_50,5.99,5.99,0,0,497
618,_2,_2,_51,5.99,5.99,0,0,611
619,_2,_2,_52,5.99,5.99,0,1,369
620,_2,_2,_1,5.99,5.99,0,0,420
621,_2,_2,_2,5.99,5.99,0,0,377
622,_2,_2,_3,5.99,5.99,0,0,414
623,_2,_2,_4,5.99,5.99,0,0,399
624,_2,_2,_5,5.99,5.99,0,0,401
625,_2,_2,_6,5.99,5.99,0,1,471
626,_2,_2,_7,5.99,5.99,0,0,463
627,_2,_2,_8,5.99,5.99,0,0,439
628,_2,_2,_9,5.99,5.99,0,0,467
629,_2,_2,_10,5.99,5.99,0,0,453
630,_2,_2,_11,5.99,5.99,0,0,431
631,_2,_2,_12,5.99,5.99,0,0,405
632,_2,_2,_13,5.99,4.01,1,0,791
633,_2,_2,_14,5.99,4.01,1,0,752
634,_2,_2,_15,5.99,4.01,1,0,765
635,_2,_2,_16,5.99,4.01,1,0,787
636,_2,_2,_17,5.99,4.01,1,0,763
637,_2,_2,_18,5.99,5.99,0,0,421
638,_2,_2,_19,5.99,5.99,0,0,419
639,_2,_2,_20,5.99,5.99,0,0,413
640,_2,_2,_21,5.99,5.99,0,0,432
641,_2,_2,_22,5.99,5.99,0,0,439
642,_2,_2,_23,5.99,5.99,0,0,445
643,_2,_2,_24,5.99,5.99,0,0,444
644,_2,_2,_25,5.99,5.99,0,0,410
645,_2,_2,_26,5.99,4.01,1,0,788
646,_2,_2,_27,5.99,4.01,1,0,781
647,_2,_2,_28,5.99,4.01,1,0,776
648,_2,_2,_29,5.99,4.01,1,0,780
649,_2,_2,_30,5.99,4.01,1,0,754
650,_2,_2,_31,5.99,5.99,0,0,452
651,_2,_2,_32,5.99,5.99,0,0,445
652,_2,_2,_33,5.99,5.99,0,0,449
653,_2,_2,_34,5.99,5.99,0,0,463
654,_2,_2,_35,5.99,5.99,0,0,440
655,_2,_2,_36,5.99,5.99,0,1,405
656,_2,_2,_37,5.99,5.99,0,0,394
657,_2,_2,_38,5.99,5.99,0,0,407
658,_2,_2,_39,5.99,5.99,0,0,411
659,_2,_2,_40,5.99,5.99,0,0,433
660,_2,_2,_41,5.99,5.99,0,0,417
661,_2,_2,_42,5.99,5.99,0,0,405
662,_2,_2,_43,5.99,5.99,0,0,395
663,_2,_2,_44,5.99,5.99,0,0,437
664,_2,_2,_45,5.99,5.99,0,0,410
665,_2,_2,_46,5.99,5.99,0,0,409
666,_2,_2,_47,5.99,5.99,0,1,432
667,_2,_2,_48,5.99,5.99,0,0,402
668,_2,_2,_49,5.99,5.99,0,0,441
669,_2,_2,_50,5.99,5.99,0,0,489
670,_2,_2,_51,5.99,5.99,0,0,623
671,_2,_2,_52,5.99,5.99,0,1,385
672,_2,_2,_1,6.99,6.99,0,0,357
673,_2,_2,_2,6.99,6.99,0,0,343
674,_2,_2,_3,6.99,6.99,0,0,338
675,_2,_2,_4,6.99,6.99,0,0,319
676,_2,_2,_5,6.99,6.99,0,0,392
677,_2,_2,_6,6.99,6.99,0,1,380
678,_2,_2,_7,6.99,6.99,0,0,385
679,_2,_2,_8,6.99,6.99,0,0,365
680,_2,_2,_9,6.99,6.99,0,0,389
681,_2,_2,_10,6.99,6.99,0,0,367
682,_2,_2,_11,6.99,6.99,0,0,379
683,_2,_2,_12,6.99,6.99,0,0,349
684,_2,_2,_13,6.99,6.99,0,0,351
685,_2,_2,_14,6.99,4.68,1,0,705
686,_2,_2,_15,6.99,4.68,1,0,615
687,_2,_2,_16,6.99,4.68,1,0,675
688,_2,_2,_17,6.99,4.68,1,0,617
689,_2,_2,_18,6.99,6.99,0,0,369
690,_2,_2,_19,6.99,6.99,0,0,339
691,_2,_2,_20,6.99,6.99,0,0,351
692,_2,_2,_21,6.99,6.99,0,0,365
693,_2,_2,_22,6.99,6.99,0,0,357
694,_2,_2,_23,6.99,6.99,0,0,389
695,_2,_2,_24,6.99,6.99,0,0,368
696,_2,_2,_25,6.99,6.99,0,0,379
697,_2,_2,_26,6.99,6.99,0,0,366
698,_2,_2,_27,6.99,4.68,1,0,706
699,_2,_2,_28,6.99,4.68,1,0,654
700,_2,_2,_29,6.99,4.68,1,0,657
701,_2,_2,_30,6.99,4.68,1,0,667
702,_2,_2,_31,6.99,6.99,0,0,381
703,_2,_2,_32,6.99,6.99,0,0,369
704,_2,_2,_33,6.99,6.99,0,0,379
705,_2,_2,_34,6.99,6.99,0,0,375
706,_2,_2,_35,6.99,6.99,0,0,401
707,_2,_2,_36,6.99,6.99,0,1,364
708,_2,_2,_37,6.99,6.99,0,0,352
709,_2,_2,_38,6.99,6.99,0,0,365
710,_2,_2,_39,6.99,6.99,0,0,338
711,_2,_2,_40,6.99,6.99,0,0,371
712,_2,_2,_41,6.99,6.99,0,0,328
713,_2,_2,_42,6.99,6.99,0,0,353
714,_2,_2,_43,6.99,6.99,0,0,343
715,_2,_3,_5,19.99,19.99,0,0,113
716,_2,_3,_6,19.99,19.99,0,1,92
717,_2,_3,_7,19.99,19.99,0,0,97
718,_2,_3,_8,19.99,19.99,0,0,104
719,_2,_3,_9,19.99,19.99,0,0,99
720,_2,_3,_10,19.99,19.99,0,0,87
721,_2,_3,_11,19.99,19.99,0,0,69
722,_2,_3,_12,19.99,19.99,0,0,83
723,_2,_3,_13,19.99,19.99,0,0,89
724,_2,_3,_14,19.99,19.99,0,0,86
725,_2,_3,_15,19.99,19.99,0,0,77
726,_2,_3,_16,19.99,19.99,0,0,79
727,_2,_3,_17,19.99,19.99,0,0,79
728,_2,_3,_18,19.99,19.99,0,0,81
729,_2,_3,_19,19.99,19.99,0,0,73
730,_2,_3,_20,19.99,19.99,0,0,77
731,_2,_3,_21,19.99,19.99,0,0,62
732,_2,_3,_22,19.99,19.99,0,0,79
733,_2,_3,_23,19.99,19.99,0,0,81
734,_2,_3,_24,19.99,19.99,0,0,71
735,_2,_3,_25,19.99,19.99,0,0,71
736,_2,_3,_26,19.99,10.0,1,0,311
737,_2,_3,_27,19.99,10.0,1,0,369
738,_2,_3,_28,19.99,10.0,1,0,564
739,_2,_3,_29,19.99,10.0,1,0,669
740,_2,_3,_30,19.99,10.0,1,0,911
741,_2,_3,_31,19.99,19.99,0,0,275
742,_2,_3,_32,19.99,19.99,0,0,295
743,_2,_3,_33,19.99,19.99,0,0,448
744,_2,_3,_34,19.99,19.99,0,0,445
745,_2,_3,_35,19.99,19.99,0,0,182
746,_2,_3,_36,19.99,19.99,0,1,107
747,_2,_3,_37,19.99,19.99,0,0,97
748,_2,_3,_38,19.99,19.99,0,0,82
749,_2,_3,_39,19.99,19.99,0,0,83
750,_2,_3,_40,19.99,19.99,0,0,97
751,_2,_3,_41,19.99,19.99,0,0,77
752,_2,_3,_42,19.99,19.99,0,0,77
753,_2,_3,_43,19.99,19.99,0,0,75
754,_2,_3,_44,19.99,10.0,1,0,323
755,_2,_3,_45,19.99,10.0,1,0,315
756,_2,_3,_46,19.99,10.0,1,0,299
757,_2,_3,_47,19.99,10.0,1,1,406
758,_2,_3,_48,19.99,19.99,0,0,103
759,_2,_3,_49,19.99,19.99,0,0,107
760,_2,_3,_50,19.99,19.99,0,0,121
761,_2,_3,_51,19.99,19.99,0,0,145
762,_2,_3,_52,19.99,19.99,0,1,59
763,_2,_3,_1,21.99,21.99,0,0,85
764,_2,_3,_2,21.99,21.99,0,0,73
765,_2,_3,_3,21.99,21.99,0,0,99
766,_2,_3,_4,21.99,21.99,0,0,80
767,_2,_3,_5,21.99,21.99,0,0,69
768,_2,_3,_6,21.99,21.99,0,1,72
769,_2,_3,_7,21.99,21.99,0,0,69
770,_2,_3,_8,21.99,21.99,0,0,68
771,_2,_3,_9,21.99,21.99,0,0,72
772,_2,_3,_10,21.99,21.99,0,0,65
773,_2,_3,_11,21.99,21.99,0,0,52
774,_2,_3,_12,21.99,21.99,0,0,58
775,_2,_3,_13,21.99,21.99,0,0,62
776,_2,_3,_14,21.99,21.99,0,0,68
777,_2,_3,_15,21.99,21.99,0,0,63
778,_2,_3,_16,21.99,21.99,0,0,63
779,_2,_3,_17,21.99,21.99,0,0,61
780,_2,_3,_18,21.99,21.99,0,0,71
781,_2,_3,_19,21.99,21.99,0,0,64
782,_2,_3,_20,21.99,21.99,0,0,62
783,_2,_3,_21,21.99,21.99,0,0,61
784,_2,_3,_22,21.99,21.99,0,0,65
785,_2,_3,_23,21.99,21.99,0,0,59
786,_2,_3,_24,21.99,21.99,0,0,61
787,_2,_3,_25,21.99,21.99,0,0,63
788,_2,_3,_26,21.99,11.0,1,0,234
789,_2,_3,_27,21.99,11.0,1,0,270
790,_2,_3,_28,21.99,11.0,1,0,459
791,_2,_3,_29,21.99,11.0,1,0,617
792,_2,_3,_30,21.99,11.0,1,0,717
793,_2,_3,_31,21.99,21.99,0,0,239
794,_2,_3,_32,21.99,21.99,0,0,285
795,_2,_3,_33,21.99,21.99,0,0,393
796,_2,_3,_34,21.99,21.99,0,0,359
797,_2,_3,_35,21.99,21.99,0,0,160
798,_2,_3,_36,21.99,21.99,0,1,87
799,_2,_3,_37,21.99,21.99,0,0,77
800,_2,_3,_38,21.99,21.99,0,0,70
801,_2,_3,_39,21.99,21.99,0,0,71
802,_2,_3,_40,21.99,21.99,0,0,79
803,_2,_3,_41,21.99,21.99,0,0,74
804,_2,_3,_42,21.99,21.99,0,0,65
805,_2,_3,_43,21.99,21.99,0,0,62
806,_2,_3,_44,21.99,11.0,1,0,253
807,_2,_3,_45,21.99,11.0,1,0,273
808,_2,_3,_46,21.99,11.0,1,0,257
809,_2,_3,_47,21.99,11.0,1,1,277
810,_2,_3,_48,21.99,21.99,0,0,89
811,_2,_3,_49,21.99,21.99,0,0,93
812,_2,_3,_50,21.99,21.99,0,0,107
813,_2,_3,_51,21.99,21.99,0,0,123
814,_2,_3,_52,21.99,21.99,0,1,68
815,_2,_3,_1,19.99,19.99,0,0,106
816,_2,_3,_2,19.99,19.99,0,0,105
817,_2,_3,_3,19.99,19.99,0,0,119
818,_2,_3,_4,19.99,19.99,0,0,101
819,_2,_3,_5,19.99,19.99,0,0,95
820,_2,_3,_6,19.99,19.99,0,1,101
821,_2,_3,_7,19.99,19.99,0,0,102
822,_2,_3,_8,19.99,19.99,0,0,91
823,_2,_3,_9,19.99,19.99,0,0,87
824,_2,_3,_10,19.99,19.99,0,0,83
825,_2,_3,_11,19.99,19.99,0,0,68
826,_2,_3,_12,19.99,19.99,0,0,64
827,_2,_3,_13,19.99,19.99,0,0,76
828,_2,_3,_14,19.99,19.99,0,0,75
829,_2,_3,_15,19.99,19.99,0,0,67
830,_2,_3,_16,19.99,19.99,0,0,75
831,_2,_3,_17,19.99,19.99,0,0,69
832,_2,_3,_18,19.99,19.99,0,0,79
833,_2,_3,_19,19.99,19.99,0,0,79
834,_2,_3,_20,19.99,19.99,0,0,71
835,_2,_3,_21,19.99,19.99,0,0,69
836,_2,_3,_22,19.99,19.99,0,0,72
837,_2,_3,_23,19.99,19.99,0,0,76
838,_2,_3,_24,19.99,19.99,0,0,78
839,_2,_3,_25,19.99,19.99,0,0,73
840,_2,_3,_26,19.99,19.99,0,0,67
841,_2,_3,_27,19.99,10.0,1,0,343
842,_2,_3,_28,19.99,10.0,1,0,549
843,_2,_3,_29,19.99,10.0,1,0,703
844,_2,_3,_30,19.99,10.0,1,0,744
845,_2,_3,_31,19.99,19.99,0,0,241
846,_2,_3,_32,19.99,19.99,0,0,271
847,_2,_3,_33,19.99,19.99,0,0,338
848,_2,_3,_34,19.99,19.99,0,0,443
849,_2,_3,_35,19.99,19.99,0,0,398
850,_2,_3,_36,19.99,19.99,0,1,156
851,_2,_3,_37,19.99,19.99,0,0,101
852,_2,_3,_38,19.99,19.99,0,0,81
853,_2,_3,_39,19.99,19.99,0,0,85
854,_2,_3,_40,19.99,19.99,0,0,80
855,_2,_3,_41,19.99,19.99,0,0,72
856,_2,_3,_42,19.99,19.99,0,0,75
857,_2,_3,_43,19.99,19.99,0,0,71
858,_3,_1,_5,9.99,7.99,1,0,63
859,_3,_1,_6,9.99,7.99,1,1,125
860,_3,_1,_7,9.99,7.99,1,0,87
861,_3,_1,_8,9.99,7.99,1,0,49
862,_3,_1,_9,9.99,9.99,0,0,35
863,_3,_1,_10,9.99,9.99,0,0,37
864,_3,_1,_11,9.99,9.99,0,0,34
865,_3,_1,_12,9.99,9.99,0,0,44
866,_3,_1,_13,9.99,9.99,0,0,109
867,_3,_1,_14,9.99,9.99,0,0,55
868,_3,_1,_15,9.99,9.99,0,0,27
869,_3,_1,_16,9.99,9.99,0,0,29
870,_3,_1,_17,9.99,9.99,0,0,28
871,_3,_1,_18,9.99,7.99,1,0,47
872,_3,_1,_19,9.99,7.99,1,0,47
873,_3,_1,_20,9.99,7.99,1,0,44
874,_3,_1,_21,9.99,7.99,1,0,41
875,_3,_1,_22,9.99,9.99,0,0,33
876,_3,_1,_23,9.99,9.99,0,0,31
877,_3,_1,_24,9.99,9.99,0,0,29
878,_3,_1,_25,9.99,9.99,0,0,29
879,_3,_1,_26,9.99,9.99,0,0,28
880,_3,_1,_27,9.99,9.99,0,0,30
881,_3,_1,_28,9.99,9.99,0,0,23
882,_3,_1,_29,9.99,9.99,0,0,26
883,_3,_1,_30,9.99,9.99,0,0,28
884,_3,_1,_31,9.99,9.99,0,0,24
885,_3,_1,_32,9.99,9.99,0,0,26
886,_3,_1,_33,9.99,9.99,0,0,27
887,_3,_1,_34,9.99,9.99,0,0,26
888,_3,_1,_35,9.99,9.99,0,0,33
889,_3,_1,_36,9.99,9.99,0,1,35
890,_3,_1,_37,9.99,9.99,0,0,39
891,_3,_1,_38,9.99,9.99,0,0,39
892,_3,_1,_39,9.99,9.99,0,0,37
893,_3,_1,_40,9.99,9.99,0,0,45
894,_3,_1,_41,9.99,9.99,0,0,48
895,_3,_1,_42,9.99,9.99,0,0,51
896,_3,_1,_43,9.99,9.99,0,0,77
897,_3,_1,_44,9.99,9.99,0,0,95
898,_3,_1,_45,9.99,9.99,0,0,33
899,_3,_1,_46,9.99,9.99,0,0,39
900,_3,_1,_47,9.99,9.99,0,1,34
901,_3,_1,_48,9.99,9.99,0,0,49
902,_3,_1,_49,9.99,9.99,0,0,63
903,_3,_1,_50,9.99,9.99,0,0,94
904,_3,_1,_51,9.99,9.99,0,0,83
905,_3,_1,_52,9.99,9.99,0,1,36
906,_3,_1,_1,10.99,10.99,0,0,24
907,_3,_1,_2,10.99,10.99,0,0,34
908,_3,_1,_3,10.99,10.99,0,0,32
909,_3,_1,_4,10.99,10.99,0,0,34
910,_3,_1,_5,10.99,8.79,1,0,64
911,_3,_1,_6,10.99,8.79,1,1,96
912,_3,_1,_7,10.99,8.79,1,0,131
913,_3,_1,_8,10.99,8.79,1,0,42
914,_3,_1,_9,10.99,10.99,0,0,39
915,_3,_1,_10,10.99,10.99,0,0,37
916,_3,_1,_11,10.99,10.99,0,0,34
917,_3,_1,_12,10.99,10.99,0,0,39
918,_3,_1,_13,10.99,10.99,0,0,37
919,_3,_1,_14,10.99,10.99,0,0,40
920,_3,_1,_15,10.99,10.99,0,0,53
921,_3,_1,_16,10.99,10.99,0,0,91
922,_3,_1,_17,10.99,10.99,0,0,55
923,_3,_1,_18,10.99,8.79,1,0,51
924,_3,_1,_19,10.99,8.79,1,0,40
925,_3,_1,_20,10.99,8.79,1,0,44
926,_3,_1,_21,10.99,8.79,1,0,44
927,_3,_1,_22,10.99,10.99,0,0,29
928,_3,_1,_23,10.99,10.99,0,0,28
929,_3,_1,_24,10.99,10.99,0,0,33
930,_3,_1,_25,10.99,10.99,0,0,26
931,_3,_1,_26,10.99,10.99,0,0,31
932,_3,_1,_27,10.99,10.99,0,0,25
933,_3,_1,_28,10.99,10.99,0,0,29
934,_3,_1,_29,10.99,10.99,0,0,30
935,_3,_1,_30,10.99,10.99,0,0,27
936,_3,_1,_31,10.99,10.99,0,0,31
937,_3,_1,_32,10.99,10.99,0,0,28
938,_3,_1,_33,10.99,10.99,0,0,28
939,_3,_1,_34,10.99,10.99,0,0,33
940,_3,_1,_35,10.99,10.99,0,0,30
941,_3,_1,_36,10.99,10.99,0,1,30
942,_3,_1,_37,10.99,10.99,0,0,35
943,_3,_1,_38,10.99,10.99,0,0,41
944,_3,_1,_39,10.99,10.99,0,0,36
945,_3,_1,_40,10.99,10.99,0,0,45
946,_3,_1,_41,10.99,10.99,0,0,41
947,_3,_1,_42,10.99,10.99,0,0,53
948,_3,_1,_43,10.99,10.99,0,0,69
949,_3,_1,_44,10.99,10.99,0,0,91
950,_3,_1,_45,10.99,10.99,0,0,38
951,_3,_1,_46,10.99,10.99,0,0,43
952,_3,_1,_47,10.99,10.99,0,1,40
953,_3,_1,_48,10.99,10.99,0,0,53
954,_3,_1,_49,10.99,10.99,0,0,61
955,_3,_1,_50,10.99,10.99,0,0,88
956,_3,_1,_51,10.99,10.99,0,0,71
957,_3,_1,_52,10.99,10.99,0,1,45
958,_3,_1,_1,10.99,10.99,0,0,37
959,_3,_1,_2,10.99,10.99,0,0,43
960,_3,_1,_3,10.99,10.99,0,0,43
961,_3,_1,_4,10.99,10.99,0,0,49
962,_3,_1,_5,10.99,8.79,1,0,76
963,_3,_1,_6,10.99,8.79,1,1,97
964,_3,_1,_7,10.99,8.79,1,0,157
965,_3,_1,_8,10.99,8.79,1,0,66
966,_3,_1,_9,10.99,10.99,0,0,47
967,_3,_1,_10,10.99,10.99,0,0,47
968,_3,_1,_11,10.99,10.99,0,0,44
969,_3,_1,_12,10.99,10.99,0,0,54
970,_3,_1,_13,10.99,10.99,0,0,71
971,_3,_1,_14,10.99,10.99,0,0,109
972,_3,_1,_15,10.99,10.99,0,0,57
973,_3,_1,_16,10.99,10.99,0,0,47
974,_3,_1,_17,10.99,10.99,0,0,41
975,_3,_1,_18,10.99,8.79,1,0,57
976,_3,_1,_19,10.99,8.79,1,0,49
977,_3,_1,_20,10.99,8.79,1,0,52
978,_3,_1,_21,10.99,8.79,1,0,57
979,_3,_1,_22,10.99,10.99,0,0,39
980,_3,_1,_23,10.99,10.99,0,0,43
981,_3,_1,_24,10.99,10.99,0,0,40
982,_3,_1,_25,10.99,10.99,0,0,40
983,_3,_1,_26,10.99,10.99,0,0,40
984,_3,_1,_27,10.99,10.99,0,0,39
985,_3,_1,_28,10.99,10.99,0,0,35
986,_3,_1,_29,10.99,10.99,0,0,39
987,_3,_1,_30,10.99,10.99,0,0,45
988,_3,_1,_31,10.99,10.99,0,0,42
989,_3,_1,_32,10.99,10.99,0,0,34
990,_3,_1,_33,10.99,10.99,0,0,39
991,_3,_1,_34,10.99,10.99,0,0,41
992,_3,_1,_35,10.99,10.99,0,0,40
993,_3,_1,_36,10.99,10.99,0,1,47
994,_3,_1,_37,10.99,10.99,0,0,51
995,_3,_1,_38,10.99,10.99,0,0,53
996,_3,_1,_39,10.99,10.99,0,0,51
997,_3,_1,_40,10.99,10.99,0,0,57
998,_3,_1,_41,10.99,10.99,0,0,64
999,_3,_1,_42,10.99,10.99,0,0,63
1000,_3,_1,_43,10.99,10.99,0,0,65
1001,_3,_2,_5,5.99,5.99,0,0,117
1002,_3,_2,_6,5.99,5.99,0,1,101
1003,_3,_2,_7,5.99,5.99,0,0,105
1004,_3,_2,_8,5.99,5.99,0,0,101
1005,_3,_2,_9,5.99,5.99,0,0,110
1006,_3,_2,_10,5.99,5.99,0,0,100
1007,_3,_2,_11,5.99,5.99,0,0,97
1008,_3,_2,_12,5.99,5.99,0,0,93
1009,_3,_2,_13,5.99,4.01,1,0,193
1010,_3,_2,_14,5.99,4.01,1,0,181
1011,_3,_2,_15,5.99,4.01,1,0,181
1012,_3,_2,_16,5.99,4.01,1,0,173
1013,_3,_2,_17,5.99,4.01,1,0,171
1014,_3,_2,_18,5.99,5.99,0,0,109
1015,_3,_2,_19,5.99,5.99,0,0,104
1016,_3,_2,_20,5.99,5.99,0,0,101
1017,_3,_2,_21,5.99,5.99,0,0,98
1018,_3,_2,_22,5.99,5.99,0,0,114
1019,_3,_2,_23,5.99,5.99,0,0,103
1020,_3,_2,_24,5.99,5.99,0,0,100
1021,_3,_2,_25,5.99,5.99,0,0,93
1022,_3,_2,_26,5.99,4.01,1,0,198
1023,_3,_2,_27,5.99,4.01,1,0,183
1024,_3,_2,_28,5.99,4.01,1,0,178
1025,_3,_2,_29,5.99,4.01,1,0,173
1026,_3,_2,_30,5.99,4.01,1,0,173
1027,_3,_2,_31,5.99,5.99,0,0,108
1028,_3,_2,_32,5.99,5.99,0,0,93
1029,_3,_2,_33,5.99,5.99,0,0,95
1030,_3,_2,_34,5.99,5.99,0,0,104
1031,_3,_2,_35,5.99,5.99,0,0,107
1032,_3,_2,_36,5.99,5.99,0,1,99
1033,_3,_2,_37,5.99,5.99,0,0,95
1034,_3,_2,_38,5.99,5.99,0,0,95
1035,_3,_2,_39,5.99,5.99,0,0,95
1036,_3,_2,_40,5.99,5.99,0,0,107
1037,_3,_2,_41,5.99,5.99,0,0,91
1038,_3,_2,_42,5.99,5.99,0,0,98
1039,_3,_2,_43,5.99,5.99,0,0,89
1040,_3,_2,_44,5.99,5.99,0,0,122
1041,_3,_2,_45,5.99,5.99,0,0,93
1042,_3,_2,_46,5.99,5.99,0,0,103
1043,_3,_2,_47,5.99,5.99,0,1,94
1044,_3,_2,_48,5.99,5.99,0,0,107
1045,_3,_2,_49,5.99,5.99,0,0,97
1046,_3,_2,_50,5.99,5.99,0,0,100
1047,_3,_2,_51,5.99,5.99,0,0,113
1048,_3,_2,_52,5.99,5.99,0,1,91
1049,_3,_2,_1,5.99,5.99,0,0,103
1050,_3,_2,_2,5.99,5.99,0,0,92
1051,_3,_2,_3,5.99,5.99,0,0,105
1052,_3,_2,_4,5.99,5.99,0,0,93
1053,_3,_2,_5,5.99,5.99,0,0,118
1054,_3,_2,_6,5.99,5.99,0,1,110
1055,_3,_2,_7,5.99,5.99,0,0,113
1056,_3,_2,_8,5.99,5.99,0,0,108
1057,_3,_2,_9,5.99,5.99,0,0,126
1058,_3,_2,_10,5.99,5.99,0,0,113
1059,_3,_2,_11,5.99,5.99,0,0,111
1060,_3,_2,_12,5.99,5.99,0,0,102
1061,_3,_2,_13,5.99,4.01,1,0,171
1062,_3,_2,_14,5.99,4.01,1,0,195
1063,_3,_2,_15,5.99,4.01,1,0,176
1064,_3,_2,_16,5.99,4.01,1,0,176
1065,_3,_2,_17,5.99,4.01,1,0,185
1066,_3,_2,_18,5.99,5.99,0,0,114
1067,_3,_2,_19,5.99,5.99,0,0,100
1068,_3,_2,_20,5.99,5.99,0,0,108
1069,_3,_2,_21,5.99,5.99,0,0,109
1070,_3,_2,_22,5.99,5.99,0,0,126
1071,_3,_2,_23,5.99,5.99,0,0,114
1072,_3,_2,_24,5.99,5.99,0,0,111
1073,_3,_2,_25,5.99,5.99,0,0,109
1074,_3,_2,_26,5.99,4.01,1,0,209
1075,_3,_2,_27,5.99,4.01,1,0,221
1076,_3,_2,_28,5.99,4.01,1,0,210
1077,_3,_2,_29,5.99,4.01,1,0,206
1078,_3,_2,_30,5.99,4.01,1,0,189
1079,_3,_2,_31,5.99,5.99,0,0,119
1080,_3,_2,_32,5.99,5.99,0,0,105
1081,_3,_2,_33,5.99,5.99,0,0,111
1082,_3,_2,_34,5.99,5.99,0,0,114
1083,_3,_2,_35,5.99,5.99,0,0,122
1084,_3,_2,_36,5.99,5.99,0,1,121
1085,_3,_2,_37,5.99,5.99,0,0,113
1086,_3,_2,_38,5.99,5.99,0,0,113
1087,_3,_2,_39,5.99,5.99,0,0,109
1088,_3,_2,_40,5.99,5.99,0,0,122
1089,_3,_2,_41,5.99,5.99,0,0,111
1090,_3,_2,_42,5.99,5.99,0,0,115
1091,_3,_2,_43,5.99,5.99,0,0,101
1092,_3,_2,_44,5.99,5.99,0,0,115
1093,_3,_2,_45,5.99,5.99,0,0,107
1094,_3,_2,_46,5.99,5.99,0,0,111
1095,_3,_2,_47,5.99,5.99,0,1,97
1096,_3,_2,_48,5.99,5.99,0,0,114
1097,_3,_2,_49,5.99,5.99,0,0,116
1098,_3,_2,_50,5.99,5.99,0,0,128
1099,_3,_2,_51,5.99,5.99,0,0,140
1100,_3,_2,_52,5.99,5.99,0,1,113
1101,_3,_2,_1,6.99,6.99,0,0,93
1102,_3,_2,_2,6.99,6.99,0,0,88
1103,_3,_2,_3,6.99,6.99,0,0,92
1104,_3,_2,_4,6.99,6.99,0,0,89
1105,_3,_2,_5,6.99,6.99,0,0,112
1106,_3,_2,_6,6.99,6.99,0,1,114
1107,_3,_2,_7,6.99,6.99,0,0,107
1108,_3,_2,_8,6.99,6.99,0,0,101
